reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,content_clean
097375bd-129b-4756-8f11-60ee363406da,10연차에 버닝스파이스랑 각성 퓨바가 같이 나왔는데 이거 좋은 건가요? 생긴 거 보면 별로 안 좋은 거 같은데 ㅠㅠ,5,2,6.1.002,2025-02-12,6.1.002,10연차에 버닝스파이스랑 각성 퓨바가 같이 나왔는데 이거 좋은 건가요? 생긴 거 보면 별로 안 좋은 거 같은데
d1ed94ea-0c49-42a0-a0a7-c896f8bbbc6d,가끔 개같음 하지만 요즘 괜찮아짐👍,5,0,6.0.402,2025-02-12,6.0.402,가끔 개같음 하지만 요즘 괜찮아짐
d9ce11e0-486a-48a9-baaa-281c9e0c5b41,"업데이트 중인데 무슨 30분을 대기중인게 정상인가요,, 다른 창 다 닫고 앱도 지우래서 몇개 지웠는데,,",3,1,6.0.402,2025-02-12,6.0.402,"업데이트 중인데 무슨 30분을 대기중인게 정상인가요,, 다른 창 다 닫고 앱도 지우래서 몇개 지웠는데,,"
3bef6e47-01dc-4d77-8651-679480ef2d56,정말 재미있어요!!,5,0,6.0.402,2025-02-12,6.0.402,정말 재미있어요!!
c906bf81-5e16-42a5-bfe5-be4e197c769f,렉이 심하긴한데 재밌어요,3,0,6.0.402,2025-02-12,6.0.402,렉이 심하긴한데 재밌어요
b864c69f-b149-4da5-a5cc-3f93918f6bc2,제폰이 울트라24인데 업데이트가 제대로 안되네요 멈출때도있고 100%에서 안넘어가고 이게뭐임 용량은 엄청많이. 남아있는데 게임도 가볍게 할만한데 까는속도나 업데이트가 가볍지도않고 오래걸려요 용량도 많아서 가볍게는 못하네요,2,0,6.0.402,2025-02-12,6.0.402,제폰이 울트라24인데 업데이트가 제대로 안되네요 멈출때도있고 100에서 안넘어가고 이게뭐임 용량은 엄청많이. 남아있는데 게임도 가볍게 할만한데 까는속도나 업데이트가 가볍지도않고 오래걸려요 용량도 많아서 가볍게는 못하네요
68073cdd-3142-4c48-ad0b-b3e9da7cb351,처음에 보상이 좋아요 ㅎㅎ,5,0,6.1.002,2025-02-12,6.1.002,처음에 보상이 좋아요
7f420336-987c-47b2-8f99-33ee2171d672,이번 쉐도우밀크 쿠키를 위해 처음으로 현실을 했습니다. 현질하지 않아도 캐릭터 다 얻을 수 있어용! 전 쉐밀 여러번 뽑으려고 한거라 141쿠키 전부 얻었습니당,5,0,6.1.002,2025-02-12,,이번 쉐도우밀크 쿠키를 위해 처음으로 현실을 했습니다. 현질하지 않아도 캐릭터 다 얻을 수 있어용! 전 쉐밀 여러번 뽑으려고 한거라 141쿠키 전부 얻었습니당
bd759d16-c122-4013-ab1c-13fa2f3e9047,"블사가 진짜 너무 예쁘고 사랑스럽고 전채적 캐디도 다 예쁨. 그리고 게임 플레이도 엄청 쉽고, 처음 보상도 많음",5,0,6.0.402,2025-02-12,6.0.402,"블사가 진짜 너무 예쁘고 사랑스럽고 전채적 캐디도 다 예쁨. 그리고 게임 플레이도 엄청 쉽고, 처음 보상도 많음"
ffa27089-295b-4005-bb21-7985f12c7b79,전엔 좋게 썼습니다 근데 이젠 아닙니다 제가 이 게임 현질을 얼마나 했는다 억까를 너무많이 당하네요 참고로 저 2800등 정도 됩니다(아레나),5,2,6.0.402,2025-02-12,6.0.402,전엔 좋게 썼습니다 근데 이젠 아닙니다 제가 이 게임 현질을 얼마나 했는다 억까를 너무많이 당하네요 참고로 저 2800등 정도 됩니다아레나
a0d5919f-1b39-4db3-9dee-459b8f3de6d4,쿠키도많고 무과금도재미 있어요,5,0,6.0.402,2025-02-12,,쿠키도많고 무과금도재미 있어요
86d37971-d2f6-4de3-8cfd-657d0d5d3108,요즘은 활용캐가 다양해서 재미있어요!!!,5,2,6.0.402,2025-02-12,6.0.402,요즘은 활용캐가 다양해서 재미있어요!!
ebcc7352-db67-4621-97eb-4528199a5a0f,아이가 시작해서 엄마인저도 하는데 캐릭터들이 너무 귀엽고 재밌어요. 그런데 갈수록 뭐가 점점 더 복잡해지는거 같다요. 그럼 신규유저들에게는 어려울거같아요~~ ㅡㅡㅡㅡㅡ리뷰추가 수정ㅡㅡㅡㅡㅡㅡ 데브시스터즈 분들이 열일 하시는게 느껴집니다. 스토리도 재밌고 갈수록 흥미진진해집니다. 신규유저나 복귀유저들을 위해 신경써주는 것도 넘 고맙습니다. 어느새 쿠키런킹덤 팝업스토어에도 다녀오고 굿즈도 사고 그랬네요 ㅎㅎ 아레나 상위순위는 현질에 달렸지만 그분들이 구매를 해줘서 무과금유저나 라이트유저들도 플레이 할 수 있는 것! 쿠키런킹덤이 롱런하길 응원합니다😍,5,30,6.1.002,2025-02-12,6.1.002,아이가 시작해서 엄마인저도 하는데 캐릭터들이 너무 귀엽고 재밌어요. 그런데 갈수록 뭐가 점점 더 복잡해지는거 같다요. 그럼 신규유저들에게는 어려울거같아요~~ 리뷰추가 수정 데브시스터즈 분들이 열일 하시는게 느껴집니다. 스토리도 재밌고 갈수록 흥미진진해집니다. 신규유저나 복귀유저들을 위해 신경써주는 것도 넘 고맙습니다. 어느새 쿠키런킹덤 팝업스토어에도 다녀오고 굿즈도 사고 그랬네요 아레나 상위순위는 현질에 달렸지만 그분들이 구매를 해줘서 무과금유저나 라이트유저들도 플레이 할 수 있는 것! 쿠키런킹덤이 롱런하길 응원합니다
de52149c-97f2-41dc-bf3e-f4fa78c8f416,재밌어요! 꼭 한번 해보세요!,5,0,6.0.402,2025-02-12,6.0.402,재밌어요! 꼭 한번 해보세요!
e364cd7b-79c1-4812-b820-c086caa1d7a5,따봉,5,2,6.1.002,2025-02-12,6.1.002,따봉
ace524c0-f74f-4e5f-8b26-759f8ce72e92,G.O.E.T.,5,0,6.0.402,2025-02-12,6.0.402,G.O.E.T.
66d422cd-eece-495e-82ef-5fab4ee0cbfb,ㄹㅈㄷ 게임,5,0,6.0.402,2025-02-12,6.0.402,게임
95d56045-988f-4084-a6cd-23be957a5f11,재밌어요,5,1,6.0.402,2025-02-12,6.0.402,재밌어요
1c5b1ced-911f-4be8-97fb-37e131a86193,너무 좋아요 그러니까 제발 블사옵퐈좀..,5,1,6.0.402,2025-02-12,6.0.402,너무 좋아요 그러니까 제발 블사옵퐈좀..
40520dd5-4327-4b1f-9b43-380507e982f4,재화 수급은...돈내..아쉽다. 케이크 타워 40층은 ... 어쩌라는지..,4,1,6.1.002,2025-02-12,6.1.002,재화 수급은..돈내..아쉽다. 케이크 타워 40층은 .. 어쩌라는지..
746d7ff3-e4fb-4be5-9f44-6fc72f4cc0bf,겁나 재밌고 다양한 컨텐츠들도 많아서 추천,5,0,6.0.402,2025-02-12,6.0.402,겁나 재밌고 다양한 컨텐츠들도 많아서 추천
dc872cc3-1bda-4915-9562-e7ab5d9cd03a,재밌긴 한데 과금유저와의 차이가 좀 크네요..,4,1,6.0.402,2025-02-12,6.0.402,재밌긴 한데 과금유저와의 차이가 좀 크네요..
8cf37541-e8ac-4473-a5e8-042d3d58b89b,ㅈ됨 퓨바옴;;,5,0,6.0.402,2025-02-12,6.0.402,됨 퓨바옴
f16a5f1e-6056-4135-8859-9d1abd799d82,너무 재미있어요 미스틱을 1트만에 뽑았어요,5,0,6.1.002,2025-02-12,6.1.002,너무 재미있어요 미스틱을 1트만에 뽑았어요
04fa3a29-4237-401e-a71d-5d0b35ba6b01,업데이트가 왜 안됌;;,5,0,6.0.402,2025-02-12,6.0.402,업데이트가 왜 안됌
846d31de-0f44-4f45-86de-b007ecad7fb1,현질유도만줄이면좋겠어요,4,1,6.1.005,2025-02-12,6.1.005,현질유도만줄이면좋겠어요
06d8473c-920b-4598-8ed7-3a671443e81a,이거 개 재밌어요!@@,5,0,6.0.402,2025-02-12,6.0.402,이거 개 재밌어요!
768e0a22-df0f-4e70-bfe7-f93bfdeb5a7d,재밌습니다 전 설 쿠 키 얻 기 힘 듬,5,0,6.0.402,2025-02-12,,재밌습니다 전 설 쿠 키 얻 기 힘 듬
0fa4cff3-dd51-4720-8100-0bc3922e06da,쿠/키-런\ ㅇㅅㅇb,5,1,6.0.402,2025-02-12,6.0.402,쿠키런 b
5c3be775-5a44-418f-85f8-4cd9c57fb5da,할거없음.,1,1,6.0.402,2025-02-12,6.0.402,할거없음.
5f94e00b-d0dd-4645-a7a2-6c2714d456d7,재밋어여,5,0,6.1.002,2025-02-12,6.1.002,재밋어여
3ae4d148-9fd2-436f-a524-bda5c3788200,재미있고 스토리도 좋은데 노가다가 좀 있는 아쉬워다.,4,0,6.0.402,2025-02-12,6.0.402,재미있고 스토리도 좋은데 노가다가 좀 있는 아쉬워다.
b1d97168-3278-4ac7-82d7-58af2ecff02b,장난하나요? 1.옛날캐릭터는 다 너프 버프 상관없이 아예 쓸모없는 캐가 되고 요즘 출시되는캐는 못 뽑으면 걍 하지 말라는거 아니에요?? 저 버닝스파이스 쿠키 다크카카오 각성 미스틱 플라워 바람궁수 쉐도우 밀크쿠키 퓨어바닐라 각성 이런거 나온 이후로 못 뽑으면 그냥 하지 말라는 의도 아닌가요? 아예 게임을 못 하고있습니다 버프라도 하던가 버프도 안 하고 확률도 안 올리고 그럼 초보자들은 그냥 하지말라는건가요?? 스테이지도 어렵고 스킬 레벨업도 너무 많은 재료가 필요해요 400개가 넘더라구요 게임이 너무 쉬우면 재미없겠죠 근데 게임이 너무 어려우면 아예 안 하고 짜증나고 불만이 많은사람들이 늘지 않을까요?? 전 다크카카오 마들렌 에스프레소 슈크림 라떼 퓨바 때가 좋은거같네요 요즘 많이 이미지가 안 좋습니다,1,7,6.1.002,2025-02-12,6.1.002,장난하나요? 1.옛날캐릭터는 다 너프 버프 상관없이 아예 쓸모없는 캐가 되고 요즘 출시되는캐는 못 뽑으면 걍 하지 말라는거 아니에요?? 저 버닝스파이스 쿠키 다크카카오 각성 미스틱 플라워 바람궁수 쉐도우 밀크쿠키 퓨어바닐라 각성 이런거 나온 이후로 못 뽑으면 그냥 하지 말라는 의도 아닌가요? 아예 게임을 못 하고있습니다 버프라도 하던가 버프도 안 하고 확률도 안 올리고 그럼 초보자들은 그냥 하지말라는건가요?? 스테이지도 어렵고 스킬 레벨업도 너무 많은 재료가 필요해요 400개가 넘더라구요 게임이 너무 쉬우면 재미없겠죠 근데 게임이 너무 어려우면 아예 안 하고 짜증나고 불만이 많은사람들이 늘지 않을까요?? 전 다크카카오 마들렌 에스프레소 슈크림 라떼 퓨바 때가 좋은거같네요 요즘 많이 이미지가 안 좋습니다
89c61975-d0e5-4164-a773-83d88335c0e7,빈궁쿠키 만들어 주세요!!빈빈이궁댕이쿠키요,5,0,6.1.002,2025-02-12,6.1.002,빈궁쿠키 만들어 주세요!!빈빈이궁댕이쿠키요
e6b15aed-243d-43d8-8989-ea93bd161a24,도박중독자가되어버렸습니다,5,0,6.0.402,2025-02-12,6.0.402,도박중독자가되어버렸습니다
7058cb03-0baf-4306-9ee1-b7c2e2a93358,재미습,4,0,6.1.002,2025-02-12,6.1.002,재미습
a2641569-9311-43fa-be1a-f5e873cc8b14,재밌게 즐기고있어요,5,2,6.0.402,2025-02-12,6.0.402,재밌게 즐기고있어요
7ca923a1-2c3c-46fc-a65e-1fc97fae3ef0,뽑기만 잘하면 되는 게임,3,0,6.0.402,2025-02-12,6.0.402,뽑기만 잘하면 되는 게임
2fa68c1b-80cb-4007-aab5-90b166158fcc,진짜 너무 재밌고 제가 무과금 유저인데 퓨어바닐라 바다요정이을 많이 뽑고 다른 좋은 쿠키도 많이 뽑았어요,5,1,6.0.402,2025-02-12,6.0.402,진짜 너무 재밌고 제가 무과금 유저인데 퓨어바닐라 바다요정이을 많이 뽑고 다른 좋은 쿠키도 많이 뽑았어요
d48a4c51-e41e-4704-a53c-b9be627089b1,제발 접속좀 하게 해주세요. 아무 문제 없는데 요청사항에 문제가 생겨 접속을 못한다 하는데 제발 고쳐주세요.,1,1,6.1.002,2025-02-12,6.1.002,제발 접속좀 하게 해주세요. 아무 문제 없는데 요청사항에 문제가 생겨 접속을 못한다 하는데 제발 고쳐주세요.
0601dd19-9305-44ab-acea-5eb6fc3c8b1a,진짜 ㄹㅈㄷ,5,0,6.0.402,2025-02-12,6.0.402,진짜
91fee27e-3b8e-4930-a537-e15feb937001,"예 일단 좋습니다 이 댓글에 좋아요 누르면 버닝, 쉐밀 뜹니다 ㅋㅋ",5,1,6.0.402,2025-02-12,6.0.402,"예 일단 좋습니다 이 댓글에 좋아요 누르면 버닝, 쉐밀 뜹니다"
8de209bd-ea29-458c-98b8-fd39692d4c90,멋지고 예쁜 캐릭터들이 많아요,5,0,6.0.402,2025-02-12,6.0.402,멋지고 예쁜 캐릭터들이 많아요
fc0023d7-44b1-4a78-a93a-3307b67d5665,와 정말 재밌고 그래픽도 날날이 발전해서 좋습니다! 근디 현질유도를 쫌 많이 하긴 하지만 그래도 광고도 없고 좋은겜 같습니다 그냥 건전히 할수있는 게임 같아용 ! (*`°`*),5,0,6.0.402,2025-02-12,6.0.402,와 정말 재밌고 그래픽도 날날이 발전해서 좋습니다! 근디 현질유도를 쫌 많이 하긴 하지만 그래도 광고도 없고 좋은겜 같습니다 그냥 건전히 할수있는 게임 같아용 !
3175cf95-9006-45d2-9488-d96fede8f6a7,업데이트 매우 안됨,2,0,6.0.402,2025-02-12,6.0.402,업데이트 매우 안됨
1d4eb96f-c248-4178-9ec5-09ea53b4f8fc,그래도 전보다 퀄리티도 좋아지고 많이 개선돼서 좋다.. .,4,0,6.0.402,2025-02-12,6.0.402,그래도 전보다 퀄리티도 좋아지고 많이 개선돼서 좋다.. .
05d2a855-d3d1-4854-a348-440f232a5065,쿠키런 킹덤 문제점이 많았지만 뽑기를 고친걸로 만족하는부분에서 3점 재화 뿌리는거 1점 마지막으로 쿠키들 성우 좋은거에 1점을 드립니다,5,1,6.0.402,2025-02-12,6.0.402,쿠키런 킹덤 문제점이 많았지만 뽑기를 고친걸로 만족하는부분에서 3점 재화 뿌리는거 1점 마지막으로 쿠키들 성우 좋은거에 1점을 드립니다
4bde46f6-bc88-4094-9c6b-311c4dc048a5,너무 재밌이어용,5,0,6.1.002,2025-02-12,6.1.002,너무 재밌이어용
5b246c2a-3866-44f8-81a0-4f1a015f7278,갓겜,5,0,6.0.402,2025-02-12,6.0.402,갓겜
579982c6-76bf-4610-babf-6c61c02ac8e7,"미스틱 플라워 이후로 버닝,쉐밀 등등 여러가지 비스트 등급 쿠키들이 나왔는데 개인적으로 현질 유도가 너무 심한 것 같아요...밸런스도 신규 쿠키 나올 때마다 계속 파탄나고...이게 맞나 싶어요...",3,0,6.0.402,2025-02-12,6.0.402,"미스틱 플라워 이후로 버닝,쉐밀 등등 여러가지 비스트 등급 쿠키들이 나왔는데 개인적으로 현질 유도가 너무 심한 것 같아요..밸런스도 신규 쿠키 나올 때마다 계속 파탄나고..이게 맞나 싶어요.."
26a7c7fe-440c-432d-9e47-a3a0d3938e76,바람궁수가 안떠요 ㅠㅠ,5,0,6.0.402,2025-02-12,6.0.402,바람궁수가 안떠요
3a14b216-80d1-4339-8054-459c4cf922c6,확률이 높으면 좋겠지만 고등긒일수록 확률이 낮은것은 당연하지만 너무 안나오는것 같고 전 무과금 2년차 유저로서 쿠키다 다있고 엘리트 마스터 까지 간 경험으로 현질로서 완전 좋아지는것은 아닌것 같다,4,3,6.0.402,2025-02-12,6.0.402,확률이 높으면 좋겠지만 고등긒일수록 확률이 낮은것은 당연하지만 너무 안나오는것 같고 전 무과금 2년차 유저로서 쿠키다 다있고 엘리트 마스터 까지 간 경험으로 현질로서 완전 좋아지는것은 아닌것 같다
8aceb5bc-ab99-470f-92b3-a411ed190b93,쿠키들도 너무멋지고 아이디어도 굿굿,5,0,6.1.002,2025-02-12,6.1.002,쿠키들도 너무멋지고 아이디어도 굿굿
126fd2ec-4cde-4522-8ab1-9cdd75f63138,이번 업데이트하고 즐기다가 해당 뭐시기 처리가 불가하다고 접속이 안되요... 계속 해봐도 안들어가져요.. 진짜.. 하고싶어도 못들어가요,1,2,6.1.002,2025-02-12,6.1.002,이번 업데이트하고 즐기다가 해당 뭐시기 처리가 불가하다고 접속이 안되요.. 계속 해봐도 안들어가져요.. 진짜.. 하고싶어도 못들어가요
089af63d-5f35-46f3-a176-f02c403bc5c5,진짜진짜 강추!!!장점1.이펙트가많고 쿠키가 사랑스럽다.장점2.왕국을건설해가는 재미가있다.장점3.모든게귀엽고사랑스러워 인기가많다.단점1업데이트가 조금 오래걸린다.입니다.,5,1,6.0.402,2025-02-12,6.0.402,진짜진짜 강추!!장점1.이펙트가많고 쿠키가 사랑스럽다.장점2.왕국을건설해가는 재미가있다.장점3.모든게귀엽고사랑스러워 인기가많다.단점1업데이트가 조금 오래걸린다.입니다.
2a8f6314-a82f-4a37-884d-0e26f265f0f2,안녕하세요 쿠키런 킹덤 4년차 무과금 유저입니다.재미있긴 한데 원래 있는쿠키를 뽑으면 신규 쿠키가 게속 나오고 무과금 유저들은 아레나 진행 하기가 어려워요.그래서 다이아가 많이 필요하고 게임을 오래 할수 밖어서 싫망입니다.,3,0,6.1.005,2025-02-12,6.1.005,안녕하세요 쿠키런 킹덤 4년차 무과금 유저입니다.재미있긴 한데 원래 있는쿠키를 뽑으면 신규 쿠키가 게속 나오고 무과금 유저들은 아레나 진행 하기가 어려워요.그래서 다이아가 많이 필요하고 게임을 오래 할수 밖어서 싫망입니다.
5df73c3e-df05-4479-a827-d904b24619b8,1일차에 쉐밀이랑 미플 뜨는 갓겜ㅋㅋ,5,0,6.0.402,2025-02-12,6.0.402,1일차에 쉐밀이랑 미플 뜨는 갓겜
5b94ab68-beb1-47b9-aa76-66ba2fbc205e,다 좋은데 오류가 있어요. 분명 골드치즈 쿠키를 뽑았는데 안 얻어져요,4,0,6.0.402,2025-02-12,6.0.402,다 좋은데 오류가 있어요. 분명 골드치즈 쿠키를 뽑았는데 안 얻어져요
b56319f7-8f75-4eaa-8193-31a826b7cf24,재밌는데 미플이나 쉐밀안나오면 리세마라해야되요,4,0,6.0.402,2025-02-12,6.0.402,재밌는데 미플이나 쉐밀안나오면 리세마라해야되요
055878ae-3180-404c-b88e-29269be12cc8,재밌어요,5,0,6.0.402,2025-02-12,,재밌어요
2ba06ca4-aeee-4c07-9849-0af146f0d4a5,전 이게임만 해요,5,0,6.0.402,2025-02-12,6.0.402,전 이게임만 해요
d8099592-f24b-4ab2-b949-0cea730b3719,진짜 그냥 해보셔요 절대 후회 없습니다,5,1,6.0.402,2025-02-12,6.0.402,진짜 그냥 해보셔요 절대 후회 없습니다
f9bac9af-f27c-40ca-9f67-5dc30f014e45,하면 할 수록 무과금은 벽을 느낄테고.. 그래도 다른 게임 보단 덜 한 수준 같은데... 뽑기 확률은 개똥이고.. 근데 또 나오면 기분 좋고 그런 낙으로 하는 게임입죠,5,0,6.0.402,2025-02-12,6.0.402,하면 할 수록 무과금은 벽을 느낄테고.. 그래도 다른 게임 보단 덜 한 수준 같은데.. 뽑기 확률은 개똥이고.. 근데 또 나오면 기분 좋고 그런 낙으로 하는 게임입죠
13d2044c-e05b-4fd6-a4e9-988c9e1d765d,쿠키런킹덤 처런 재밌는게임을없음,5,0,6.0.402,2025-02-12,,쿠키런킹덤 처런 재밌는게임을없음
8ef0dc9c-362c-4858-ac61-4342c036a650,일단 게임 자체는 굉장히 재밌게 즐기고 있습니다. 쿠키도 아기자기하고 게임성도 좋고 스토리도 재밌고요. 그런데 이번 각성 퓨바 업데이트 후 제 부계는 접속이 재대로 되지만 본계가 접속이 안되는 큰 문제가 생겼습니다. 이 점만 최대한 빨리 해결해주시기를 기다리겠습니다. +지금 접속하니 접속 되네요! 언제나 재밌는 게임 만들어주시고 운영해주셔서 감사합니다!,5,109,6.1.002,2025-02-12,6.1.002,일단 게임 자체는 굉장히 재밌게 즐기고 있습니다. 쿠키도 아기자기하고 게임성도 좋고 스토리도 재밌고요. 그런데 이번 각성 퓨바 업데이트 후 제 부계는 접속이 재대로 되지만 본계가 접속이 안되는 큰 문제가 생겼습니다. 이 점만 최대한 빨리 해결해주시기를 기다리겠습니다. 지금 접속하니 접속 되네요! 언제나 재밌는 게임 만들어주시고 운영해주셔서 감사합니다!
1c2503b4-2f55-4950-94f5-45e40155b489,캐릭터성과 게임 방식이 무척 재미나지만 과금없이는 일정수준에 도달하지 못한다는 점이 아이들이 많이 이용할 수 있는 게임에서 보여진다는게 아쉽습니다.,3,0,6.1.002,2025-02-12,,캐릭터성과 게임 방식이 무척 재미나지만 과금없이는 일정수준에 도달하지 못한다는 점이 아이들이 많이 이용할 수 있는 게임에서 보여진다는게 아쉽습니다.
b9022909-8294-4d65-9457-7b4b84e5bb05,재미는있는대 밴런스가 너무안맞고 오랜만에했더니 자주튕김,4,0,6.1.002,2025-02-12,6.1.002,재미는있는대 밴런스가 너무안맞고 오랜만에했더니 자주튕김
b8722330-9071-453b-923b-eb36172effef,"왜인지는 모르겠지만 에피소드1에선 고대등급 쿠키를 뽑아도 얻지를 못하더군요, 에피소드 1에서만 그런줄 알았는데 아예 못 뽑은 판정으로 된거같슴다.그것 빼곤 재미도있고 힐링도 되는겜이라 추천~",4,0,6.1.002,2025-02-12,6.1.002,"왜인지는 모르겠지만 에피소드1에선 고대등급 쿠키를 뽑아도 얻지를 못하더군요, 에피소드 1에서만 그런줄 알았는데 아예 못 뽑은 판정으로 된거같슴다.그것 빼곤 재미도있고 힐링도 되는겜이라 추천~"
a67119bf-89b3-4757-8859-5757dbb11bef,야 인성문제 있냐? 업데이트 게 느리내 근데 재미는 있으니까 3 점 줌,3,0,6.0.402,2025-02-12,6.0.402,야 인성문제 있냐? 업데이트 게 느리내 근데 재미는 있으니까 3 점 줌
0f90931d-3990-4fe5-93a5-0063fda4a4cd,우리게임 부활했어요,5,6,6.0.402,2025-02-12,6.0.402,우리게임 부활했어요
5706bfe3-57f3-4bd4-9bd3-077f7ec32486,진짜 재밌어요.,5,2,6.1.002,2025-02-12,6.1.002,진짜 재밌어요.
1a9bb113-230c-49bf-a6f8-244447ed0a33,굿굿 갓겜 할거없음 추천해여,5,0,2.5.102,2025-02-12,2.5.102,굿굿 갓겜 할거없음 추천해여
fd21bcdd-4be8-4036-8be4-5fa3c67c9d3e,복귀유전뎅 너무 재미있네요,5,0,6.1.002,2025-02-12,6.1.002,복귀유전뎅 너무 재미있네요
9be228e1-bf1b-4c96-93ec-68e8a9c59ccd,캐릭터도 하다 보면 잘 나오고 난이도도 구별돼 있고 보상도 가끔 이벤트때 많이 줘서 좋은..🤧,5,2,6.0.402,2025-02-12,6.0.402,캐릭터도 하다 보면 잘 나오고 난이도도 구별돼 있고 보상도 가끔 이벤트때 많이 줘서 좋은..
e51953c9-4736-4bac-9f96-81799be9524d,진심은... 언제나 통하기 마련이에요.,5,3,6.0.402,2025-02-12,6.0.402,진심은.. 언제나 통하기 마련이에요.
1e4233c4-b153-4713-8a56-2ec43976acb0,보상도 많고 쿠키도 예쁘고 게임도 재밌어 좋아요!!,5,1,6.0.402,2025-02-12,6.0.402,보상도 많고 쿠키도 예쁘고 게임도 재밌어 좋아요!!
